"id","content","title","start","end","group","editable","style"
"item90","SPACE Walk & Talk - EU session","SPACE Walk & Talk - EU session","2021-12-15 03:00:00  ","2021-12-15 04:00:00  ",1,TRUE,NA
"item91","R learning group meeting","R learning group meeting","2021-11-19 14:00:00  ","2021-11-19 15:00:00  ",1,TRUE,NA
"item92","R learning group meeting","R learning group meeting","2021-12-10 14:00:00  ","2021-12-10 15:00:00  ",1,TRUE,NA
"item93","R learning group meeting","R learning group meeting","2022-01-14 14:00:00  ","2022-01-14 15:00:00  ",1,TRUE,NA
"item94","Canceled: [Placeholder] AP R initiative: Sharing from 5 modules","Canceled: [Placeholder] AP R initiative: Sharing from 5 modules","2021-10-14 10:00:00  ","2021-10-14 11:00:00  ",1,TRUE,NA
"item95","R-walk session - Non J&J","R-walk session - Non J&J","2021-10-05 10:00:00  ","2021-10-05 11:00:00  ",1,TRUE,NA
"item96","R-walk session - Non J&J","R-walk session - Non J&J","2021-10-19 10:00:00  ","2021-10-19 11:00:00  ",1,TRUE,NA
"item97","R-walk session - Non J&J","R-walk session - Non J&J","2021-11-02 10:00:00  ","2021-11-02 11:00:00  ",1,TRUE,NA
"item98","R-walk session - Non J&J","R-walk session - Non J&J","2021-11-16 10:00:00  ","2021-11-16 11:00:00  ",1,TRUE,NA
"item99","R-walk session - Non J&J","R-walk session - Non J&J","2021-11-30 10:00:00  ","2021-11-30 11:00:00  ",1,TRUE,NA
"item100","R-walk session - Non J&J","R-walk session - Non J&J","2021-12-14 10:00:00  ","2021-12-14 11:00:00  ",1,TRUE,NA
"item101","R-walk session - Non J&J","R-walk session - Non J&J","2021-12-28 10:00:00  ","2021-12-28 11:00:00  ",1,TRUE,NA
"item102","Complete trainings for this month","Complete trainings for this month","2021-10-25 16:30:00  ","2021-10-25 17:00:00  ",1,TRUE,NA
"item103","Complete trainings for this month","Complete trainings for this month","2021-11-29 16:30:00  ","2021-11-29 17:00:00  ",1,TRUE,NA
"item104","Complete trainings for this month","Complete trainings for this month","2021-12-27 16:30:00  ","2021-12-27 17:00:00  ",1,TRUE,NA
"item105","Complete trainings for this month","Complete trainings for this month","2022-01-31 16:30:00  ","2022-01-31 17:00:00  ",1,TRUE,NA
"item106","Reminder: Did you file today? 邀请您每月定期存档","Reminder: Did you file today? 邀请您每月定期存档","2021-10-29 14:00:00  ","2021-10-29 15:00:00  ",1,TRUE,NA
"item107","Reminder: Did you file today? 邀请您每月定期存档","Reminder: Did you file today? 邀请您每月定期存档","2021-11-26 14:00:00  ","2021-11-26 15:00:00  ",1,TRUE,NA
"item108","Reminder: Did you file today? 邀请您每月定期存档","Reminder: Did you file today? 邀请您每月定期存档","2021-12-31 14:00:00  ","2021-12-31 15:00:00  ",1,TRUE,NA
"item109","Reminder: Did you file today? 邀请您每月定期存档","Reminder: Did you file today? 邀请您每月定期存档","2022-01-28 14:00:00  ","2022-01-28 15:00:00  ",1,TRUE,NA
"item110","Lead programmer training II – meetings","Lead programmer training II – meetings","2021-11-30 14:00:00  ","2021-11-30 16:00:00  ",1,TRUE,NA
"item111","AP R small learning group","AP R small learning group","2021-10-28 15:00:00  ","2021-10-28 16:00:00  ",1,TRUE,NA
"item112","AP R small learning group","AP R small learning group","2021-10-28 15:00:00  ","2021-10-28 16:00:00  ",1,TRUE,NA
"item113","AP R small learning group","AP R small learning group","2021-11-22 16:00:00  ","2021-11-22 17:00:00  ",1,TRUE,NA
"item114","AP R small learning group","AP R small learning group","2021-11-25 16:00:00  ","2021-11-25 17:00:00  ",1,TRUE,NA
"item115","AP R small learning group","AP R small learning group","2021-12-20 16:00:00  ","2021-12-20 17:00:00  ",1,TRUE,NA
"item116","AP R small learning group","AP R small learning group","2021-12-23 16:00:00  ","2021-12-23 17:00:00  ",1,TRUE,NA
"item117","AP R small learning group","AP R small learning group","2022-01-17 16:00:00  ","2022-01-17 17:00:00  ",1,TRUE,NA
"item118","AP R small learning group","AP R small learning group","2022-01-20 16:00:00  ","2022-01-20 17:00:00  ",1,TRUE,NA
"item119","JCRD EZ Process 奇妙游 - BJ Office","JCRD EZ Process 奇妙游 - BJ Office","2021-10-12 11:30:00  ","2021-10-12 15:30:00  ",1,TRUE,NA
"item120","Monthly 1:1 with Yufan Chen","Monthly 1:1 with Yufan Chen","2021-10-19 14:00:00  ","2021-10-19 14:30:00  ",1,TRUE,NA
"item121","Monthly 1:1 with Yufan Chen","Monthly 1:1 with Yufan Chen","2021-11-16 14:00:00  ","2021-11-16 14:30:00  ",1,TRUE,NA
"item122","Monthly 1:1 with Yufan Chen","Monthly 1:1 with Yufan Chen","2021-12-21 14:00:00  ","2021-12-21 14:30:00  ",1,TRUE,NA
"item123","Monthly 1:1 with Yufan Chen","Monthly 1:1 with Yufan Chen","2022-01-18 14:00:00  ","2022-01-18 14:30:00  ",1,TRUE,NA
"item124","SP Academy: Database Lock, Unblinding, Release and Unlock","SP Academy: Database Lock, Unblinding, Release and Unlock","2021-10-11 10:00:00  ","2021-10-11 11:00:00  ",1,TRUE,NA
"item125","Farewell Party for Harry Chen","Farewell Party for Harry Chen","2021-10-08 15:00:00  ","2021-10-08 17:30:00  ",1,TRUE,NA
"item126","SPACE Walk & Talk -US session - Non J&J","SPACE Walk & Talk -US session - Non J&J","2021-10-14 00:00:00  ","2021-10-14 01:00:00  ",1,TRUE,NA
"item127","SPACE Walk & Talk -US session - Non J&J","SPACE Walk & Talk -US session - Non J&J","2021-11-03 12:00:00  ","2021-11-03 13:00:00  ",1,TRUE,NA
"item128","SPACE Walk & Talk -US session - Non J&J","SPACE Walk & Talk -US session - Non J&J","2021-11-17 12:00:00  ","2021-11-17 13:00:00  ",1,TRUE,NA
"item129","SPACE Walk & Talk -US session - Non J&J","SPACE Walk & Talk -US session - Non J&J","2021-12-15 12:00:00  ","2021-12-15 13:00:00  ",1,TRUE,NA
"item130","tidytlg Beta UAT","tidytlg Beta UAT","2021-10-11 20:00:00  ","2021-10-12 00:00:00  ",1,TRUE,NA
"item131","tidytlg Beta UAT","tidytlg Beta UAT","2021-10-12 20:00:00  ","2021-10-13 00:00:00  ",1,TRUE,NA
"item132","tidytlg Beta UAT","tidytlg Beta UAT","2021-10-13 08:00:00  ","2021-10-13 12:00:00  ",1,TRUE,NA
"item133","tidytlg Beta UAT","tidytlg Beta UAT","2021-10-14 20:00:00  ","2021-10-15 00:00:00  ",1,TRUE,NA
"item134","TidyTLG Beta release UAT preparation meeting","TidyTLG Beta release UAT preparation meeting","2021-10-05 21:30:00  ","2021-10-05 22:00:00  ",1,TRUE,NA
"item135","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-10-05 15:00:00  ","2021-10-05 16:00:00  ",1,TRUE,NA
"item136","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-10-12 15:00:00  ","2021-10-12 16:00:00  ",1,TRUE,NA
"item137","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-10-19 15:00:00  ","2021-10-19 16:00:00  ",1,TRUE,NA
"item138","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-10-26 15:00:00  ","2021-10-26 16:00:00  ",1,TRUE,NA
"item139","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-11-02 15:00:00  ","2021-11-02 16:00:00  ",1,TRUE,NA
"item140","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-11-09 15:00:00  ","2021-11-09 16:00:00  ",1,TRUE,NA
"item141","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-11-16 15:00:00  ","2021-11-16 16:00:00  ",1,TRUE,NA
"item142","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-11-23 15:00:00  ","2021-11-23 16:00:00  ",1,TRUE,NA
"item143","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-11-30 15:00:00  ","2021-11-30 16:00:00  ",1,TRUE,NA
"item144","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-12-07 15:00:00  ","2021-12-07 16:00:00  ",1,TRUE,NA
"item145","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-12-14 15:00:00  ","2021-12-14 16:00:00  ",1,TRUE,NA
"item146","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-12-21 15:00:00  ","2021-12-21 16:00:00  ",1,TRUE,NA
"item147","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2021-12-28 15:00:00  ","2021-12-28 16:00:00  ",1,TRUE,NA
"item148","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2022-01-04 15:00:00  ","2022-01-04 16:00:00  ",1,TRUE,NA
"item149","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2022-01-11 15:00:00  ","2022-01-11 16:00:00  ",1,TRUE,NA
"item150","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2022-01-18 15:00:00  ","2022-01-18 16:00:00  ",1,TRUE,NA
"item151","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2022-01-25 15:00:00  ","2022-01-25 16:00:00  ",1,TRUE,NA
"item152","SPACE Open-Office Hours - US - Non J&J Employees","SPACE Open-Office Hours - US - Non J&J Employees","2022-02-01 15:00:00  ","2022-02-01 16:00:00  ",1,TRUE,NA
"item153","2021 JCRD Quality Open Day @ Beijing Office","2021 JCRD Quality Open Day @ Beijing Office","2021-10-15 11:00:00  ","2021-10-15 13:00:00  ",1,TRUE,NA
"item154","2021 JCRD Quality Open Day @ Zhangjiang Lab","2021 JCRD Quality Open Day @ Zhangjiang Lab","2021-10-21 11:00:00  ","2021-10-21 13:00:00  ",1,TRUE,NA
"item155","2021 JCRD Quality Open Day @ Caohejing Office","2021 JCRD Quality Open Day @ Caohejing Office","2021-10-19 11:00:00  ","2021-10-19 13:00:00  ",1,TRUE,NA
"item156","Quarterly All Staff Meeting with Keith and David","Quarterly All Staff Meeting with Keith and David","2021-10-22 17:00:00  ","2021-10-22 18:00:00  ",1,TRUE,NA
"item157","R/Pharma 2021","R/Pharma 2021","2021-11-02 18:55:00  ","2021-11-05 11:00:00  ",1,TRUE,NA
"item158","R Learning Group Meeting","R Learning Group Meeting","2021-10-15 15:00:00  ","2021-10-15 15:30:00  ",1,TRUE,NA
"item159","FW: Monthly Regional Programmer Meeting (EU/APAC) ","FW: Monthly Regional Programmer Meeting (EU/APAC) ","2021-10-21 16:00:00  ","2021-10-21 17:30:00  ",1,TRUE,NA
"item160","FW: Monthly Regional Programmer Meeting (EU/APAC) ","FW: Monthly Regional Programmer Meeting (EU/APAC) ","2021-11-18 17:00:00  ","2021-11-18 18:30:00  ",1,TRUE,NA
"item161","AP R initiative: Sharing from 5 modules","AP R initiative: Sharing from 5 modules","2021-10-14 10:00:00  ","2021-10-14 10:30:00  ",1,TRUE,NA
"item162","Meeting with SH Staff","Meeting with SH Staff","2021-10-20 16:30:00  ","2021-10-20 17:30:00  ",1,TRUE,NA
"item163","Data Science Making Impact Seminar Series (4th) - Machine Learning and Clinical Trial Site Selection ","Data Science Making Impact Seminar Series (4th) - Machine Learning and Clinical Trial Site Selection ","2021-10-28 16:00:00  ","2021-10-28 17:00:00  ",1,TRUE,NA
"item164","JCRD Health Care Compliance (HCC) Refresher Training","JCRD Health Care Compliance (HCC) Refresher Training","2021-11-16 14:30:00  ","2021-11-16 15:30:00  ",1,TRUE,NA
"item165","WiSTEM2D 职业日 (DAY 1)","WiSTEM2D 职业日 (DAY 1)","2021-11-10 12:00:00  ","2021-11-10 14:00:00  ",1,TRUE,NA
"item166","WiSTEM2D 职业日 (Day2)","WiSTEM2D 职业日 (Day2)","2021-11-11 12:00:00  ","2021-11-11 14:00:00  ",1,TRUE,NA
"item167","tidytlg Beta UAT Follow-Up","tidytlg Beta UAT Follow-Up","2021-11-15 21:00:00  ","2021-11-16 01:00:00  ",1,TRUE,NA
"item168","“药品电子通用技术文档申报（eCTD）宣讲会”.","“药品电子通用技术文档申报（eCTD）宣讲会”.","2021-11-18 09:00:00  ","2021-11-18 16:00:00  ",1,TRUE,NA
"item169","AP R&D Year-end Town Hall","AP R&D Year-end Town Hall","2021-12-14 13:00:00  ","2021-12-14 13:45:00  ",1,TRUE,NA
"item170","ShinyDay 2021 - Day 2","ShinyDay 2021 - Day 2","2021-11-17 21:30:00  ","2021-11-18 02:00:00  ",1,TRUE,NA
"item171","ShinyDay 2021 - Day 1","ShinyDay 2021 - Day 1","2021-11-16 21:30:00  ","2021-11-17 01:40:00  ",1,TRUE,NA
"item172","Placeholder: Alzheimer Workshop - Aducanumab Case Debate","Placeholder: Alzheimer Workshop - Aducanumab Case Debate","2021-12-16 13:30:00  ","2021-12-16 17:00:00  ",1,TRUE,NA
"item173","tidytlg sample scripts","tidytlg sample scripts","2021-11-18 21:30:00  ","2021-11-18 22:00:00  ",1,TRUE,NA
